topic-id,topic-code,topic-number,topic-name,unit,module,lesson-path,source-path,layer,nearest-integer-layer,course-map-index
2337,IM3.1.1.1,1.1.1,Further Factoring of Polynomials Using GCFs,1. Polynomials,1.1. Factoring Polynomials,1. Polynomials/1.1. Factoring Polynomials/Lessons/1.1.1. Further Factoring of Polynomials Using GCFs.md,1. Polynomials/1.1. Factoring Polynomials/Source/1.1.1. Further Factoring of Polynomials Using GCFs,44,44,1
660,IM3.1.1.2,1.1.2,Factoring Higher-Order Polynomials as a Difference of Squares,1. Polynomials,1.1. Factoring Polynomials,1. Polynomials/1.1. Factoring Polynomials/Lessons/1.1.2. Factoring Higher-Order Polynomials as a Difference of Squares.md,1. Polynomials/1.1. Factoring Polynomials/Source/1.1.2. Factoring Higher-Order Polynomials as a Difference of Squares,41,41,2
428,IM3.1.1.3,1.1.3,Factoring Cubic Expressions by Grouping,1. Polynomials,1.1. Factoring Polynomials,1. Polynomials/1.1. Factoring Polynomials/Lessons/1.1.3. Factoring Cubic Expressions by Grouping.md,1. Polynomials/1.1. Factoring Polynomials/Source/1.1.3. Factoring Cubic Expressions by Grouping,45,45,3
441,IM3.1.1.4,1.1.4,Factoring Sums and Differences of Cubes,1. Polynomials,1.1. Factoring Polynomials,1. Polynomials/1.1. Factoring Polynomials/Lessons/1.1.4. Factoring Sums and Differences of Cubes.md,1. Polynomials/1.1. Factoring Polynomials/Source/1.1.4. Factoring Sums and Differences of Cubes,41,41,4
2336,IM3.1.1.5,1.1.5,Factoring Biquadratic Expressions,1. Polynomials,1.1. Factoring Polynomials,1. Polynomials/1.1. Factoring Polynomials/Lessons/1.1.5. Factoring Biquadratic Expressions.md,1. Polynomials/1.1. Factoring Polynomials/Source/1.1.5. Factoring Biquadratic Expressions,44,44,5
469,IM3.1.2.1,1.2.1,Determining the Roots of Polynomials,1. Polynomials,1.2. Polynomial Equations,1. Polynomials/1.2. Polynomial Equations/Lessons/1.2.1. Determining the Roots of Polynomials.md,1. Polynomials/1.2. Polynomial Equations/Source/1.2.1. Determining the Roots of Polynomials,42,42,6
480,IM3.1.2.2,1.2.2,Solving Polynomial Equations Using the GCF,1. Polynomials,1.2. Polynomial Equations,1. Polynomials/1.2. Polynomial Equations/Lessons/1.2.2. Solving Polynomial Equations Using the GCF.md,1. Polynomials/1.2. Polynomial Equations/Source/1.2.2. Solving Polynomial Equations Using the GCF,45,45,7
727,IM3.1.2.3,1.2.3,Solving Cubic Equations by Grouping,1. Polynomials,1.2. Polynomial Equations,1. Polynomials/1.2. Polynomial Equations/Lessons/1.2.3. Solving Cubic Equations by Grouping.md,1. Polynomials/1.2. Polynomial Equations/Source/1.2.3. Solving Cubic Equations by Grouping,46,46,8
481,IM3.1.2.4,1.2.4,Solving Biquadratic Equations,1. Polynomials,1.2. Polynomial Equations,1. Polynomials/1.2. Polynomial Equations/Lessons/1.2.4. Solving Biquadratic Equations.md,1. Polynomials/1.2. Polynomial Equations/Source/1.2.4. Solving Biquadratic Equations,45,45,9
728,IM3.1.3.1,1.3.1,Dividing Polynomials Using Synthetic Division,1. Polynomials,1.3. Dividing Polynomials,1. Polynomials/1.3. Dividing Polynomials/Lessons/1.3.1. Dividing Polynomials Using Synthetic Division.md,1. Polynomials/1.3. Dividing Polynomials/Source/1.3.1. Dividing Polynomials Using Synthetic Division,46,46,10
2013,IM3.1.3.2,1.3.2,Dividing Polynomials by Linear Binomials Using Long Division,1. Polynomials,1.3. Dividing Polynomials,1. Polynomials/1.3. Dividing Polynomials/Lessons/1.3.2. Dividing Polynomials by Linear Binomials Using Long Division.md,1. Polynomials/1.3. Dividing Polynomials/Source/1.3.2. Dividing Polynomials by Linear Binomials Using Long Division,46,46,11
427,IM3.1.3.3,1.3.3,Dividing Polynomials Using Long Division,1. Polynomials,1.3. Dividing Polynomials,1. Polynomials/1.3. Dividing Polynomials/Lessons/1.3.3. Dividing Polynomials Using Long Division.md,1. Polynomials/1.3. Dividing Polynomials/Source/1.3.3. Dividing Polynomials Using Long Division,47,47,12
2883,IM3.1.3.4,1.3.4,Dividing Polynomials by Manipulating Rational Expressions,1. Polynomials,1.3. Dividing Polynomials,1. Polynomials/1.3. Dividing Polynomials/Lessons/1.3.4. Dividing Polynomials by Manipulating Rational Expressions.md,1. Polynomials/1.3. Dividing Polynomials/Source/1.3.4. Dividing Polynomials by Manipulating Rational Expressions,47,47,13
846,IM3.1.4.1,1.4.1,The Factor Theorem,1. Polynomials,1.4. Polynomial Theorems,1. Polynomials/1.4. Polynomial Theorems/Lessons/1.4.1. The Factor Theorem.md,1. Polynomials/1.4. Polynomial Theorems/Source/1.4.1. The Factor Theorem,47,47,14
3738,IM3.1.4.2,1.4.2,Determining Polynomial Coefficients Using the Factor Theorem,1. Polynomials,1.4. Polynomial Theorems,1. Polynomials/1.4. Polynomial Theorems/Lessons/1.4.2. Determining Polynomial Coefficients Using the Factor Theorem.md,1. Polynomials/1.4. Polynomial Theorems/Source/1.4.2. Determining Polynomial Coefficients Using the Factor Theorem,48,48,15
2119,IM3.1.4.3,1.4.3,Factoring Cubic Polynomials Using the Factor Theorem,1. Polynomials,1.4. Polynomial Theorems,1. Polynomials/1.4. Polynomial Theorems/Lessons/1.4.3. Factoring Cubic Polynomials Using the Factor Theorem.md,1. Polynomials/1.4. Polynomial Theorems/Source/1.4.3. Factoring Cubic Polynomials Using the Factor Theorem,48,48,16
104,IM3.1.4.4,1.4.4,Factoring Quartic Polynomials Using the Factor Theorem,1. Polynomials,1.4. Polynomial Theorems,1. Polynomials/1.4. Polynomial Theorems/Lessons/1.4.4. Factoring Quartic Polynomials Using the Factor Theorem.md,1. Polynomials/1.4. Polynomial Theorems/Source/1.4.4. Factoring Quartic Polynomials Using the Factor Theorem,49,49,17
88,IM3.1.4.5,1.4.5,Multiplicities of the Roots of Polynomials,1. Polynomials,1.4. Polynomial Theorems,1. Polynomials/1.4. Polynomial Theorems/Lessons/1.4.5. Multiplicities of the Roots of Polynomials.md,1. Polynomials/1.4. Polynomial Theorems/Source/1.4.5. Multiplicities of the Roots of Polynomials,49,49,18
