topic,requires
35,380
35,812
37,589
37,1246
37,2607
43,278
43,308
57,987
57,1115
57,3739
107,271
107,831
107,1455
107,1813
107,1958
107,3857
278,35
280,268
280,986
281,280
281,1116
283,308
283,2006
284,296
284,1115
284,1589
285,1686
285,3769
287,4059
288,116
288,1116
288,1691
291,116
291,480
291,870
291,1115
291,1117
291,1551
291,1785
292,207
292,1813
292,3678
294,57
294,203
294,1475
296,812
296,2231
303,57
303,1483
303,1486
303,1487
303,1785
304,3251
304,3769
305,1108
305,1686
308,35
312,1361
313,332
313,1691
314,462
314,1262
332,278
333,1200
336,396
336,470
337,1208
337,1813
337,3817
339,1360
339,3846
341,116
341,391
341,604
341,1551
341,2002
342,1721
342,2883
342,3769
344,294
344,362
344,389
344,390
344,1474
345,4059
346,365
346,1145
346,1365
363,1359
364,1360
365,368
365,674
365,1467
365,1753
367,1365
367,4059
368,2887
368,4059
369,641
369,4059
461,165
462,1814
463,281
463,1115
463,1377
463,1717
463,1905
463,1958
463,1986
472,461
473,451
473,605
474,314
477,84
477,1352
477,1628
604,37
604,1813
604,3756
604,6185
605,599
605,1262
605,1813
606,203
606,1958
607,1263
607,1377
607,1717
607,1719
612,474
613,333
616,448
616,1903
616,1986
620,296
620,1115
620,1745
620,1765
621,363
622,621
623,621
624,1204
624,1360
625,472
626,1200
632,1685
637,1117
637,1686
638,341
638,2003
640,992
640,993
752,133
752,313
752,419
752,870
752,923
752,1115
752,3842
812,323
812,337
824,281
824,284
824,2327
912,621
912,1226
944,363
944,477
944,1281
945,363
945,477
945,1281
945,1353
967,203
967,898
967,1475
969,870
969,967
969,1610
969,3830
972,422
972,870
972,967
972,1422
986,332
987,986
987,3562
987,6341
992,296
993,296
1007,1108
1007,1114
1036,1108
1036,1116
1040,342
1040,1685
1041,1432
1042,477
1042,1281
1042,3817
1042,3958
1044,57
1044,284
1044,620
1046,3846
1086,1042
1086,1873
1108,986
1109,280
1109,1116
1110,1109
1114,332
1114,818
1114,1530
1115,305
1115,1007
1115,1036
1116,1114
1117,1249
1200,632
1200,1040
1200,1353
1200,1745
1201,1200
1204,1046
1206,3548
1207,1360
1207,3846
1208,336
1208,393
1208,394
1208,1422
1208,1676
1210,463
1210,4057
1211,339
1211,434
1211,1352
1212,1211
1212,1606
1213,674
1213,1211
1213,1753
1214,1144
1214,1211
1214,1762
1216,364
1216,459
1216,1211
1217,116
1217,339
1217,2977
1218,339
1218,364
1218,3667
1225,638
1230,364
1230,624
1230,1201
1246,1914
1249,1110
1250,364
1250,624
1250,1201
1262,1377
1262,1717
1262,1905
1262,1958
1262,1986
1263,37
1263,1873
1263,2050
1281,84
1281,1352
1281,1628
1282,305
1282,1007
1282,1036
1282,1249
1359,752
1359,2147
1359,2859
1360,1359
1361,30
1361,1116
1361,3769
1362,1115
1362,3265
1377,1246
1377,1707
1377,1814
1377,1873
1384,1815
1384,1905
1432,660
1432,1040
1432,1587
1432,2049
1432,3748
1685,342
1685,3575
1686,1110
1691,812
1691,2006
1716,625
1717,1246
1717,1873
1717,6351
1719,37
1719,275
1719,654
1719,1814
1719,1873
1721,303
1784,986
1784,2978
1784,3739
1785,305
1785,627
1785,1007
1785,1036
1785,1784
1813,428
1813,441
1813,1246
1813,1676
1813,2336
1814,625
1814,2046
1815,455
1815,1676
1815,3739
1831,725
1831,967
1831,1609
1873,461
1873,2048
1903,808
1903,1905
1905,1263
1905,1814
1905,2033
1914,1716
1958,776
1958,1719
1986,37
1986,1600
1986,1873
1986,3741
2002,314
2003,314
2004,314
2004,1815
2006,612
2006,778
2006,1610
2006,1815
2006,2064
2150,2006
2610,37
2610,1717
2611,944
2611,945
2611,1042
2722,3581
2926,912
2975,632
2975,1040
3216,57
3216,849
3216,1124
3251,1362
3252,303
3252,969
3252,1362
3253,304
3253,342
3253,3252
3255,1721
3255,3252
3256,3253
3256,3255
3265,967
3267,1831
3267,2046
3548,624
3571,2006
3575,283
3575,285
3575,312
3581,824
3581,2857
3581,2858
3581,2859
3581,3355
3671,1719
3671,1905
3671,2610
3671,2883
3678,606
3769,43
3811,37
3811,209
3811,1254
3811,1873
3831,474
3846,281
3846,363
3896,1230
3896,1250
3950,477
3950,1040
3950,1281
3950,1359
4057,1117
4057,1282
4059,870
4059,1044
4059,1551
4218,1216
