topic-id,topic-code,topic-number,topic-name,unit,module,lesson-path,source-path,layer,nearest-integer-layer,course-map-index
334,CA2.1.1.1,1.1.1,Integrating Algebraic Functions Using Substitution,1. Integration Techniques,1.1. Integration Using Substitution,1. Integration Techniques/1.1. Integration Using Substitution/Lessons/1.1.1. Integrating Algebraic Functions Using Substitution.md,1. Integration Techniques/1.1. Integration Using Substitution/Source/1.1.1. Integrating Algebraic Functions Using Substitution,57,57,1
331,CA2.1.1.2,1.1.2,Integrating Linear Rational Functions Using Substitution,1. Integration Techniques,1.1. Integration Using Substitution,1. Integration Techniques/1.1. Integration Using Substitution/Lessons/1.1.2. Integrating Linear Rational Functions Using Substitution.md,1. Integration Techniques/1.1. Integration Using Substitution/Source/1.1.2. Integrating Linear Rational Functions Using Substitution,58,58,2
443,CA2.1.1.3,1.1.3,Integration Using Substitution,1. Integration Techniques,1.1. Integration Using Substitution,1. Integration Techniques/1.1. Integration Using Substitution/Lessons/1.1.3. Integration Using Substitution.md,1. Integration Techniques/1.1. Integration Using Substitution/Source/1.1.3. Integration Using Substitution,59,59,3
1159,CA2.1.1.4,1.1.4,Calculating Definite Integrals Using Substitution,1. Integration Techniques,1.1. Integration Using Substitution,1. Integration Techniques/1.1. Integration Using Substitution/Lessons/1.1.4. Calculating Definite Integrals Using Substitution.md,1. Integration Techniques/1.1. Integration Using Substitution/Source/1.1.4. Calculating Definite Integrals Using Substitution,68,68,4
316,CA2.1.1.5,1.1.5,Further Integration of Algebraic Functions Using Substitution,1. Integration Techniques,1.1. Integration Using Substitution,1. Integration Techniques/1.1. Integration Using Substitution/Lessons/1.1.5. Further Integration of Algebraic Functions Using Substitution.md,1. Integration Techniques/1.1. Integration Using Substitution/Source/1.1.5. Further Integration of Algebraic Functions Using Substitution,69,69,5
1112,CA2.1.1.6,1.1.6,Integrating Exponential Functions Using Linear Substitution,1. Integration Techniques,1.1. Integration Using Substitution,1. Integration Techniques/1.1. Integration Using Substitution/Lessons/1.1.6. Integrating Exponential Functions Using Linear Substitution.md,1. Integration Techniques/1.1. Integration Using Substitution/Source/1.1.6. Integrating Exponential Functions Using Linear Substitution,69,69,6
3770,CA2.1.1.7,1.1.7,Integrating Exponential Functions Using Substitution,1. Integration Techniques,1.1. Integration Using Substitution,1. Integration Techniques/1.1. Integration Using Substitution/Lessons/1.1.7. Integrating Exponential Functions Using Substitution.md,1. Integration Techniques/1.1. Integration Using Substitution/Source/1.1.7. Integrating Exponential Functions Using Substitution,70,70,7
478,CA2.1.1.8,1.1.8,Integrating Trigonometric Functions Using Substitution,1. Integration Techniques,1.1. Integration Using Substitution,1. Integration Techniques/1.1. Integration Using Substitution/Lessons/1.1.8. Integrating Trigonometric Functions Using Substitution.md,1. Integration Techniques/1.1. Integration Using Substitution/Source/1.1.8. Integrating Trigonometric Functions Using Substitution,69,69,8
1161,CA2.1.1.9,1.1.9,Integrating Logarithmic Functions Using Substitution,1. Integration Techniques,1.1. Integration Using Substitution,1. Integration Techniques/1.1. Integration Using Substitution/Lessons/1.1.9. Integrating Logarithmic Functions Using Substitution.md,1. Integration Techniques/1.1. Integration Using Substitution/Source/1.1.9. Integrating Logarithmic Functions Using Substitution,69,69,9
315,CA2.1.1.10,1.1.10,Integration by Substitution With Inverse Trigonometric Functions,1. Integration Techniques,1.1. Integration Using Substitution,1. Integration Techniques/1.1. Integration Using Substitution/Lessons/1.1.10. Integration by Substitution With Inverse Trigonometric Functions.md,1. Integration Techniques/1.1. Integration Using Substitution/Source/1.1.10. Integration by Substitution With Inverse Trigonometric Functions,69,69,10
3257,CA2.1.1.11,1.1.11,Integrating Hyperbolic Functions Using Substitution,1. Integration Techniques,1.1. Integration Using Substitution,1. Integration Techniques/1.1. Integration Using Substitution/Lessons/1.1.11. Integrating Hyperbolic Functions Using Substitution.md,1. Integration Techniques/1.1. Integration Using Substitution/Source/1.1.11. Integrating Hyperbolic Functions Using Substitution,70,70,11
3258,CA2.1.1.12,1.1.12,Integration by Substitution With Inverse Hyperbolic Functions,1. Integration Techniques,1.1. Integration Using Substitution,1. Integration Techniques/1.1. Integration Using Substitution/Lessons/1.1.12. Integration by Substitution With Inverse Hyperbolic Functions.md,1. Integration Techniques/1.1. Integration Using Substitution/Source/1.1.12. Integration by Substitution With Inverse Hyperbolic Functions,70,70,12
3259,CA2.1.1.13,1.1.13,Integration by Substitution With Inverse Reciprocal Hyperbolic Functions,1. Integration Techniques,1.1. Integration Using Substitution,1. Integration Techniques/1.1. Integration Using Substitution/Lessons/1.1.13. Integration by Substitution With Inverse Reciprocal Hyperbolic Functions.md,1. Integration Techniques/1.1. Integration Using Substitution/Source/1.1.13. Integration by Substitution With Inverse Reciprocal Hyperbolic Functions,71,71,13
338,CA2.1.2.1,1.2.1,Integrating Functions Using Polynomial Division,1. Integration Techniques,1.2. Special Techniques for Integration,1. Integration Techniques/1.2. Special Techniques for Integration/Lessons/1.2.1. Integrating Functions Using Polynomial Division.md,1. Integration Techniques/1.2. Special Techniques for Integration/Source/1.2.1. Integrating Functions Using Polynomial Division,69,69,14
444,CA2.1.2.2,1.2.2,Integrating Functions by Completing the Square,1. Integration Techniques,1.2. Special Techniques for Integration,1. Integration Techniques/1.2. Special Techniques for Integration/Lessons/1.2.2. Integrating Functions by Completing the Square.md,1. Integration Techniques/1.2. Special Techniques for Integration/Source/1.2.2. Integrating Functions by Completing the Square,70,70,15
3263,CA2.1.2.3,1.2.3,Integration Using Hyperbolic Functions and Completing the Square,1. Integration Techniques,1.2. Special Techniques for Integration,1. Integration Techniques/1.2. Special Techniques for Integration/Lessons/1.2.3. Integration Using Hyperbolic Functions and Completing the Square.md,1. Integration Techniques/1.2. Special Techniques for Integration/Source/1.2.3. Integration Using Hyperbolic Functions and Completing the Square,71,71,16
3264,CA2.1.2.4,1.2.4,Integration Using Inverse Reciprocal Hyperbolic Functions and Completing the Square,1. Integration Techniques,1.2. Special Techniques for Integration,1. Integration Techniques/1.2. Special Techniques for Integration/Lessons/1.2.4. Integration Using Inverse Reciprocal Hyperbolic Functions and Completing the Square.md,1. Integration Techniques/1.2. Special Techniques for Integration/Source/1.2.4. Integration Using Inverse Reciprocal Hyperbolic Functions and Completing the Square,72,72,17
282,CA2.1.3.1,1.3.1,Integration Using Basic Trigonometric Identities,1. Integration Techniques,1.3. Integration Using Trigonometric Identities,1. Integration Techniques/1.3. Integration Using Trigonometric Identities/Lessons/1.3.1. Integration Using Basic Trigonometric Identities.md,1. Integration Techniques/1.3. Integration Using Trigonometric Identities/Source/1.3.1. Integration Using Basic Trigonometric Identities,70,70,18
1037,CA2.1.3.2,1.3.2,Integration Using the Pythagorean Identities,1. Integration Techniques,1.3. Integration Using Trigonometric Identities,1. Integration Techniques/1.3. Integration Using Trigonometric Identities/Lessons/1.3.2. Integration Using the Pythagorean Identities.md,1. Integration Techniques/1.3. Integration Using Trigonometric Identities/Source/1.3.2. Integration Using the Pythagorean Identities,71,71,19
1038,CA2.1.3.3,1.3.3,Integration Using the Double-Angle Formulas,1. Integration Techniques,1.3. Integration Using Trigonometric Identities,1. Integration Techniques/1.3. Integration Using Trigonometric Identities/Lessons/1.3.3. Integration Using the Double-Angle Formulas.md,1. Integration Techniques/1.3. Integration Using Trigonometric Identities/Source/1.3.3. Integration Using the Double-Angle Formulas,72,72,20
3224,CA2.1.3.4,1.3.4,Integrating Products of Trigonometric Functions,1. Integration Techniques,1.3. Integration Using Trigonometric Identities,1. Integration Techniques/1.3. Integration Using Trigonometric Identities/Lessons/1.3.4. Integrating Products of Trigonometric Functions.md,1. Integration Techniques/1.3. Integration Using Trigonometric Identities/Source/1.3.4. Integrating Products of Trigonometric Functions,71,71,21
3260,CA2.1.4.1,1.4.1,Integration Using Basic Hyperbolic Identities,1. Integration Techniques,1.4. Integration Using Hyperbolic Identities,1. Integration Techniques/1.4. Integration Using Hyperbolic Identities/Lessons/1.4.1. Integration Using Basic Hyperbolic Identities.md,1. Integration Techniques/1.4. Integration Using Hyperbolic Identities/Source/1.4.1. Integration Using Basic Hyperbolic Identities,70,70,22
3261,CA2.1.4.2,1.4.2,Integration Using the Hyperbolic Pythagorean Identities,1. Integration Techniques,1.4. Integration Using Hyperbolic Identities,1. Integration Techniques/1.4. Integration Using Hyperbolic Identities/Lessons/1.4.2. Integration Using the Hyperbolic Pythagorean Identities.md,1. Integration Techniques/1.4. Integration Using Hyperbolic Identities/Source/1.4.2. Integration Using the Hyperbolic Pythagorean Identities,72,72,23
3262,CA2.1.4.3,1.4.3,Integration Using the Hyperbolic Double-Angle Formulas,1. Integration Techniques,1.4. Integration Using Hyperbolic Identities,1. Integration Techniques/1.4. Integration Using Hyperbolic Identities/Lessons/1.4.3. Integration Using the Hyperbolic Double-Angle Formulas.md,1. Integration Techniques/1.4. Integration Using Hyperbolic Identities/Source/1.4.3. Integration Using the Hyperbolic Double-Angle Formulas,73,73,24
317,CA2.1.5.1,1.5.1,Introduction to Integration by Parts,1. Integration Techniques,1.5. Integration by Parts,1. Integration Techniques/1.5. Integration by Parts/Lessons/1.5.1. Introduction to Integration by Parts.md,1. Integration Techniques/1.5. Integration by Parts/Source/1.5.1. Introduction to Integration by Parts,71,71,25
1140,CA2.1.5.2,1.5.2,Using Integration by Parts to Calculate Integrals With Logarithms,1. Integration Techniques,1.5. Integration by Parts,1. Integration Techniques/1.5. Integration by Parts/Lessons/1.5.2. Using Integration by Parts to Calculate Integrals With Logarithms.md,1. Integration Techniques/1.5. Integration by Parts/Source/1.5.2. Using Integration by Parts to Calculate Integrals With Logarithms,72,72,26
416,CA2.1.5.3,1.5.3,Applying the Integration By Parts Twice,1. Integration Techniques,1.5. Integration by Parts,1. Integration Techniques/1.5. Integration by Parts/Lessons/1.5.3. Applying the Integration By Parts Twice.md,1. Integration Techniques/1.5. Integration by Parts/Source/1.5.3. Applying the Integration By Parts Twice,73,73,27
1141,CA2.1.5.4,1.5.4,The Tabular Method of Integration by Parts,1. Integration Techniques,1.5. Integration by Parts,1. Integration Techniques/1.5. Integration by Parts/Lessons/1.5.4. The Tabular Method of Integration by Parts.md,1. Integration Techniques/1.5. Integration by Parts/Source/1.5.4. The Tabular Method of Integration by Parts,74,74,28
424,CA2.1.5.5,1.5.5,Integration by Parts in Cyclic Cases,1. Integration Techniques,1.5. Integration by Parts,1. Integration Techniques/1.5. Integration by Parts/Lessons/1.5.5. Integration by Parts in Cyclic Cases.md,1. Integration Techniques/1.5. Integration by Parts/Source/1.5.5. Integration by Parts in Cyclic Cases,74,74,29
1060,CA2.1.6.1,1.6.1,Expressing Rational Functions as Sums of Partial Fractions,1. Integration Techniques,1.6. Integration Using Partial Fractions,1. Integration Techniques/1.6. Integration Using Partial Fractions/Lessons/1.6.1. Expressing Rational Functions as Sums of Partial Fractions.md,1. Integration Techniques/1.6. Integration Using Partial Fractions/Source/1.6.1. Expressing Rational Functions as Sums of Partial Fractions,48,48,30
1062,CA2.1.6.2,1.6.2,Expressing Rational Functions with Repeated Factors as Sums of Partial Fractions,1. Integration Techniques,1.6. Integration Using Partial Fractions,1. Integration Techniques/1.6. Integration Using Partial Fractions/Lessons/1.6.2. Expressing Rational Functions with Repeated Factors as Sums of Partial Fractions.md,1. Integration Techniques/1.6. Integration Using Partial Fractions/Source/1.6.2. Expressing Rational Functions with Repeated Factors as Sums of Partial Fractions,49,49,31
1063,CA2.1.6.3,1.6.3,Expressing Rational Functions with Irreducible Quadratic Factors as Sums of Partial Fractions,1. Integration Techniques,1.6. Integration Using Partial Fractions,1. Integration Techniques/1.6. Integration Using Partial Fractions/Lessons/1.6.3. Expressing Rational Functions with Irreducible Quadratic Factors as Sums of Partial Fractions.md,1. Integration Techniques/1.6. Integration Using Partial Fractions/Source/1.6.3. Expressing Rational Functions with Irreducible Quadratic Factors as Sums of Partial Fractions,49,49,32
445,CA2.1.6.4,1.6.4,Integrating Rational Functions Using Partial Fractions,1. Integration Techniques,1.6. Integration Using Partial Fractions,1. Integration Techniques/1.6. Integration Using Partial Fractions/Lessons/1.6.4. Integrating Rational Functions Using Partial Fractions.md,1. Integration Techniques/1.6. Integration Using Partial Fractions/Source/1.6.4. Integrating Rational Functions Using Partial Fractions,69,69,33
446,CA2.1.6.5,1.6.5,Integrating Rational Functions with Repeated Factors,1. Integration Techniques,1.6. Integration Using Partial Fractions,1. Integration Techniques/1.6. Integration Using Partial Fractions/Lessons/1.6.5. Integrating Rational Functions with Repeated Factors.md,1. Integration Techniques/1.6. Integration Using Partial Fractions/Source/1.6.5. Integrating Rational Functions with Repeated Factors,70,70,34
