topic-id,topic-code,topic-number,topic-name,unit,module,lesson-path,source-path,layer,nearest-integer-layer,course-map-index
813,MF2.1.1.1,1.1.1,Introduction to Quadratic Equations,1. Quadratics,1.1. Quadratic Equations,1. Quadratics/1.1. Quadratic Equations/Lessons/1.1.1. Introduction to Quadratic Equations.md,1. Quadratics/1.1. Quadratic Equations/Source/1.1.1. Introduction to Quadratic Equations,39,39,1
1423,MF2.1.1.2,1.1.2,Solving Perfect Square Quadratic Equations,1. Quadratics,1.1. Quadratic Equations,1. Quadratics/1.1. Quadratic Equations/Lessons/1.1.2. Solving Perfect Square Quadratic Equations.md,1. Quadratics/1.1. Quadratic Equations/Source/1.1.2. Solving Perfect Square Quadratic Equations,42,42,2
1425,MF2.1.1.3,1.1.3,Perfect Square Quadratic Equations with One or No Solutions,1. Quadratics,1.1. Quadratic Equations,1. Quadratics/1.1. Quadratic Equations/Lessons/1.1.3. Perfect Square Quadratic Equations with One or No Solutions.md,1. Quadratics/1.1. Quadratic Equations/Source/1.1.3. Perfect Square Quadratic Equations with One or No Solutions,43,43,3
1424,MF2.1.1.4,1.1.4,The Zero Product Rule for Solving Quadratic Equations,1. Quadratics,1.1. Quadratic Equations,1. Quadratics/1.1. Quadratic Equations/Lessons/1.1.4. The Zero Product Rule for Solving Quadratic Equations.md,1. Quadratics/1.1. Quadratic Equations/Source/1.1.4. The Zero Product Rule for Solving Quadratic Equations,40,40,4
394,MF2.1.1.5,1.1.5,Solving Quadratic Equations Using a Difference of Squares,1. Quadratics,1.1. Quadratic Equations,1. Quadratics/1.1. Quadratic Equations/Lessons/1.1.5. Solving Quadratic Equations Using a Difference of Squares.md,1. Quadratics/1.1. Quadratic Equations/Source/1.1.5. Solving Quadratic Equations Using a Difference of Squares,41,41,5
393,MF2.1.1.6,1.1.6,Solving Quadratic Equations with No Constant Term,1. Quadratics,1.1. Quadratic Equations,1. Quadratics/1.1. Quadratic Equations/Lessons/1.1.6. Solving Quadratic Equations with No Constant Term.md,1. Quadratics/1.1. Quadratic Equations/Source/1.1.6. Solving Quadratic Equations with No Constant Term,41,41,6
375,MF2.1.1.7,1.1.7,Solving Quadratic Equations by Factoring,1. Quadratics,1.1. Quadratic Equations,1. Quadratics/1.1. Quadratic Equations/Lessons/1.1.7. Solving Quadratic Equations by Factoring.md,1. Quadratics/1.1. Quadratic Equations/Source/1.1.7. Solving Quadratic Equations by Factoring,43,43,7
1422,MF2.1.1.8,1.1.8,Solving Quadratic Equations with Leading Coefficients by Factoring,1. Quadratics,1.1. Quadratic Equations,1. Quadratics/1.1. Quadratic Equations/Lessons/1.1.8. Solving Quadratic Equations with Leading Coefficients by Factoring.md,1. Quadratics/1.1. Quadratic Equations/Source/1.1.8. Solving Quadratic Equations with Leading Coefficients by Factoring,44,44,8
450,MF2.1.1.9,1.1.9,Completing the Square,1. Quadratics,1.1. Quadratic Equations,1. Quadratics/1.1. Quadratic Equations/Lessons/1.1.9. Completing the Square.md,1. Quadratics/1.1. Quadratic Equations/Source/1.1.9. Completing the Square,41,41,9
3842,MF2.1.1.10,1.1.10,Completing the Square With Odd Linear Terms,1. Quadratics,1.1. Quadratic Equations,1. Quadratics/1.1. Quadratic Equations/Lessons/1.1.10. Completing the Square With Odd Linear Terms.md,1. Quadratics/1.1. Quadratic Equations/Source/1.1.10. Completing the Square With Odd Linear Terms,42,42,10
