topic-id,topic-code,topic-number,topic-name,unit,module,lesson-path,source-path,layer,nearest-integer-layer,course-map-index
534,6GM.1.1.1,1.1.1,Introduction to Ratios,1. Ratios & Proportional Relationships,1.1. Ratios,1. Ratios & Proportional Relationships/1.1. Ratios/Lessons/1.1.1. Introduction to Ratios.md,1. Ratios & Proportional Relationships/1.1. Ratios/Source/1.1.1. Introduction to Ratios,1,1,1
553,6GM.1.1.2,1.1.2,Equivalent Ratios,1. Ratios & Proportional Relationships,1.1. Ratios,1. Ratios & Proportional Relationships/1.1. Ratios/Lessons/1.1.2. Equivalent Ratios.md,1. Ratios & Proportional Relationships/1.1. Ratios/Source/1.1.2. Equivalent Ratios,2,2,2
552,6GM.1.1.3,1.1.3,Writing Ratios Using Fractions,1. Ratios & Proportional Relationships,1.1. Ratios,1. Ratios & Proportional Relationships/1.1. Ratios/Lessons/1.1.3. Writing Ratios Using Fractions.md,1. Ratios & Proportional Relationships/1.1. Ratios/Source/1.1.3. Writing Ratios Using Fractions,5,5,3
559,6GM.1.1.4,1.1.4,Comparing Ratios,1. Ratios & Proportional Relationships,1.1. Ratios,1. Ratios & Proportional Relationships/1.1. Ratios/Lessons/1.1.4. Comparing Ratios.md,1. Ratios & Proportional Relationships/1.1. Ratios/Source/1.1.4. Comparing Ratios,15,15,4
555,6GM.1.1.5,1.1.5,Approximating Ratios,1. Ratios & Proportional Relationships,1.1. Ratios,1. Ratios & Proportional Relationships/1.1. Ratios/Lessons/1.1.5. Approximating Ratios.md,1. Ratios & Proportional Relationships/1.1. Ratios/Source/1.1.5. Approximating Ratios,7,7,5
563,6GM.1.1.6,1.1.6,Reasoning With Equivalent Ratios,1. Ratios & Proportional Relationships,1.1. Ratios,1. Ratios & Proportional Relationships/1.1. Ratios/Lessons/1.1.6. Reasoning With Equivalent Ratios.md,1. Ratios & Proportional Relationships/1.1. Ratios/Source/1.1.6. Reasoning With Equivalent Ratios,6,6,6
3746,6GM.1.1.7,1.1.7,Further Reasoning With Equivalent Ratios,1. Ratios & Proportional Relationships,1.1. Ratios,1. Ratios & Proportional Relationships/1.1. Ratios/Lessons/1.1.7. Further Reasoning With Equivalent Ratios.md,1. Ratios & Proportional Relationships/1.1. Ratios/Source/1.1.7. Further Reasoning With Equivalent Ratios,7,7,7
554,6GM.1.2.1,1.2.1,Ratio Tables,1. Ratios & Proportional Relationships,1.2. Representing Ratios,1. Ratios & Proportional Relationships/1.2. Representing Ratios/Lessons/1.2.1. Ratio Tables.md,1. Ratios & Proportional Relationships/1.2. Representing Ratios/Source/1.2.1. Ratio Tables,6,6,8
561,6GM.1.2.2,1.2.2,Graphing Ratios,1. Ratios & Proportional Relationships,1.2. Representing Ratios,1. Ratios & Proportional Relationships/1.2. Representing Ratios/Lessons/1.2.2. Graphing Ratios.md,1. Ratios & Proportional Relationships/1.2. Representing Ratios/Source/1.2.2. Graphing Ratios,22,22,9
556,6GM.1.2.3,1.2.3,Tape Diagrams,1. Ratios & Proportional Relationships,1.2. Representing Ratios,1. Ratios & Proportional Relationships/1.2. Representing Ratios/Lessons/1.2.3. Tape Diagrams.md,1. Ratios & Proportional Relationships/1.2. Representing Ratios/Source/1.2.3. Tape Diagrams,2,2,10
557,6GM.1.3.1,1.3.1,Unit Rates,1. Ratios & Proportional Relationships,1.3. Unit Rates,1. Ratios & Proportional Relationships/1.3. Unit Rates/Lessons/1.3.1. Unit Rates.md,1. Ratios & Proportional Relationships/1.3. Unit Rates/Source/1.3.1. Unit Rates,21,21,11
558,6GM.1.3.2,1.3.2,Solving Problems Using Unit Rates,1. Ratios & Proportional Relationships,1.3. Unit Rates,1. Ratios & Proportional Relationships/1.3. Unit Rates/Lessons/1.3.2. Solving Problems Using Unit Rates.md,1. Ratios & Proportional Relationships/1.3. Unit Rates/Source/1.3.2. Solving Problems Using Unit Rates,22,22,12
3593,6GM.1.3.3,1.3.3,Speed as a Unit Rate,1. Ratios & Proportional Relationships,1.3. Unit Rates,1. Ratios & Proportional Relationships/1.3. Unit Rates/Lessons/1.3.3. Speed as a Unit Rate.md,1. Ratios & Proportional Relationships/1.3. Unit Rates/Source/1.3.3. Speed as a Unit Rate,23,23,13
562,6GM.1.4.1,1.4.1,Understanding Percentages Using Models,1. Ratios & Proportional Relationships,1.4. Introduction to Percentages,1. Ratios & Proportional Relationships/1.4. Introduction to Percentages/Lessons/1.4.1. Understanding Percentages Using Models.md,1. Ratios & Proportional Relationships/1.4. Introduction to Percentages/Source/1.4.1. Understanding Percentages Using Models,18,18,14
