topic-id,topic-code,topic-number,topic-name,unit,module,lesson-path,source-path,layer,nearest-integer-layer,course-map-index
3747,AG1.1.1.1,1.1.1,Solving Linear Equations With Unknown Coefficients,1. Equations & Inequalities,1.1. Linear Equations,1. Equations & Inequalities/1.1. Linear Equations/Lessons/1.1.1. Solving Linear Equations With Unknown Coefficients.md,1. Equations & Inequalities/1.1. Linear Equations/Source/1.1.1. Solving Linear Equations With Unknown Coefficients,38,38,1
3752,AG1.1.1.2,1.1.2,Solving Linear Equations With Unknown Coefficients by Factoring,1. Equations & Inequalities,1.1. Linear Equations,1. Equations & Inequalities/1.1. Linear Equations/Lessons/1.1.2. Solving Linear Equations With Unknown Coefficients by Factoring.md,1. Equations & Inequalities/1.1. Linear Equations/Source/1.1.2. Solving Linear Equations With Unknown Coefficients by Factoring,39,39,2
3724,AG1.1.1.3,1.1.3,Solving Linear Inequalities With Unknown Parameters,1. Equations & Inequalities,1.1. Linear Equations,1. Equations & Inequalities/1.1. Linear Equations/Lessons/1.1.3. Solving Linear Inequalities With Unknown Parameters.md,1. Equations & Inequalities/1.1. Linear Equations/Source/1.1.3. Solving Linear Inequalities With Unknown Parameters,39,39,3
354,AG1.1.1.4,1.1.4,Solving Many-Variable Equations,1. Equations & Inequalities,1.1. Linear Equations,1. Equations & Inequalities/1.1. Linear Equations/Lessons/1.1.4. Solving Many-Variable Equations.md,1. Equations & Inequalities/1.1. Linear Equations/Source/1.1.4. Solving Many-Variable Equations,40,40,4
2213,AG1.1.2.1,1.2.1,Interpreting Linear Expressions,1. Equations & Inequalities,1.2. Modeling With Linear Equations,1. Equations & Inequalities/1.2. Modeling With Linear Equations/Lessons/1.2.1. Interpreting Linear Expressions.md,1. Equations & Inequalities/1.2. Modeling With Linear Equations/Source/1.2.1. Interpreting Linear Expressions,30,30,5
426,AG1.1.2.2,1.2.2,Modeling With Linear Equations,1. Equations & Inequalities,1.2. Modeling With Linear Equations,1. Equations & Inequalities/1.2. Modeling With Linear Equations/Lessons/1.2.2. Modeling With Linear Equations.md,1. Equations & Inequalities/1.2. Modeling With Linear Equations/Source/1.2.2. Modeling With Linear Equations,36,36,6
908,AG1.1.2.3,1.2.3,Consecutive Integer Problems,1. Equations & Inequalities,1.2. Modeling With Linear Equations,1. Equations & Inequalities/1.2. Modeling With Linear Equations/Lessons/1.2.3. Consecutive Integer Problems.md,1. Equations & Inequalities/1.2. Modeling With Linear Equations/Source/1.2.3. Consecutive Integer Problems,37,37,7
909,AG1.1.2.4,1.2.4,"Speed, Distance, Time Problems",1. Equations & Inequalities,1.2. Modeling With Linear Equations,"1. Equations & Inequalities/1.2. Modeling With Linear Equations/Lessons/1.2.4. Speed, Distance, Time Problems.md","1. Equations & Inequalities/1.2. Modeling With Linear Equations/Source/1.2.4. Speed, Distance, Time Problems",37,37,8
3761,AG1.1.2.5,1.2.5,"Further Speed, Distance, Time Problems",1. Equations & Inequalities,1.2. Modeling With Linear Equations,"1. Equations & Inequalities/1.2. Modeling With Linear Equations/Lessons/1.2.5. Further Speed, Distance, Time Problems.md","1. Equations & Inequalities/1.2. Modeling With Linear Equations/Source/1.2.5. Further Speed, Distance, Time Problems",38,38,9
962,AG1.1.2.6,1.2.6,Modeling Work Problems,1. Equations & Inequalities,1.2. Modeling With Linear Equations,1. Equations & Inequalities/1.2. Modeling With Linear Equations/Lessons/1.2.6. Modeling Work Problems.md,1. Equations & Inequalities/1.2. Modeling With Linear Equations/Source/1.2.6. Modeling Work Problems,37,37,10
1021,AG1.1.2.7,1.2.7,Modeling Mixture Problems,1. Equations & Inequalities,1.2. Modeling With Linear Equations,1. Equations & Inequalities/1.2. Modeling With Linear Equations/Lessons/1.2.7. Modeling Mixture Problems.md,1. Equations & Inequalities/1.2. Modeling With Linear Equations/Source/1.2.7. Modeling Mixture Problems,37,37,11
388,AG1.1.3.1,1.3.1,Solving Compound Inequalities,1. Equations & Inequalities,1.3. Linear Inequalities,1. Equations & Inequalities/1.3. Linear Inequalities/Lessons/1.3.1. Solving Compound Inequalities.md,1. Equations & Inequalities/1.3. Linear Inequalities/Source/1.3.1. Solving Compound Inequalities,38,38,12
239,AG1.1.3.2,1.3.2,Interval Notation,1. Equations & Inequalities,1.3. Linear Inequalities,1. Equations & Inequalities/1.3. Linear Inequalities/Lessons/1.3.2. Interval Notation.md,1. Equations & Inequalities/1.3. Linear Inequalities/Source/1.3.2. Interval Notation,30,30,13
4028,AG1.1.3.3,1.3.3,Unbounded Intervals,1. Equations & Inequalities,1.3. Linear Inequalities,1. Equations & Inequalities/1.3. Linear Inequalities/Lessons/1.3.3. Unbounded Intervals.md,1. Equations & Inequalities/1.3. Linear Inequalities/Source/1.3.3. Unbounded Intervals,31,31,14
458,AG1.1.3.4,1.3.4,Unions of Intervals,1. Equations & Inequalities,1.3. Linear Inequalities,1. Equations & Inequalities/1.3. Linear Inequalities/Lessons/1.3.4. Unions of Intervals.md,1. Equations & Inequalities/1.3. Linear Inequalities/Source/1.3.4. Unions of Intervals,32,32,15
