role,layer,course,topic-id,topic-number,topic-name,md-path,src-path
lesson,32,MF3,477,9.1.1,Approximating Areas With the Left Riemann Sum,vault/MA/MF3/9. Definite Integrals/9.1. Approximating Areas with Riemann Sums/Lessons/9.1.1. Approximating Areas With the Left Riemann Sum.md,vault/MA/MF3/9. Definite Integrals/9.1. Approximating Areas with Riemann Sums/Source/9.1.1. Approximating Areas With the Left Riemann Sum
lesson,32,MF3,1281,9.1.2,Approximating Areas With the Right Riemann Sum,vault/MA/MF3/9. Definite Integrals/9.1. Approximating Areas with Riemann Sums/Lessons/9.1.2. Approximating Areas With the Right Riemann Sum.md,vault/MA/MF3/9. Definite Integrals/9.1. Approximating Areas with Riemann Sums/Source/9.1.2. Approximating Areas With the Right Riemann Sum
lesson,33,MF3,1042,9.1.3,Left and Right Riemann Sums in Sigma Notation,vault/MA/MF3/9. Definite Integrals/9.1. Approximating Areas with Riemann Sums/Lessons/9.1.3. Left and Right Riemann Sums in Sigma Notation.md,vault/MA/MF3/9. Definite Integrals/9.1. Approximating Areas with Riemann Sums/Source/9.1.3. Left and Right Riemann Sums in Sigma Notation
lesson,39,MF3,1086,9.2.1,Defining Definite Integrals Using Left and Right Riemann Sums,vault/MA/MF3/9. Definite Integrals/9.2. Definite Integrals/Lessons/9.2.1. Defining Definite Integrals Using Left and Right Riemann Sums.md,vault/MA/MF3/9. Definite Integrals/9.2. Definite Integrals/Source/9.2.1. Defining Definite Integrals Using Left and Right Riemann Sums
lesson,49,MF3,1685,9.2.4,The Sum and Constant Multiple Rules for Definite Integrals,vault/MA/MF3/9. Definite Integrals/9.2. Definite Integrals/Lessons/9.2.4. The Sum and Constant Multiple Rules for Definite Integrals.md,vault/MA/MF3/9. Definite Integrals/9.2. Definite Integrals/Source/9.2.4. The Sum and Constant Multiple Rules for Definite Integrals
lesson,50,MF3,632,9.2.5,Properties of Definite Integrals Involving the Limits of Integration,vault/MA/MF3/9. Definite Integrals/9.2. Definite Integrals/Lessons/9.2.5. Properties of Definite Integrals Involving the Limits of Integration.md,vault/MA/MF3/9. Definite Integrals/9.2. Definite Integrals/Source/9.2.5. Properties of Definite Integrals Involving the Limits of Integration
lesson,50,MF3,1040,9.3.1,The Area Bounded by a Curve and the X-Axis,vault/MA/MF3/9. Definite Integrals/9.3. The Area Under a Curve/Lessons/9.3.1. The Area Bounded by a Curve and the X-Axis.md,vault/MA/MF3/9. Definite Integrals/9.3. The Area Under a Curve/Source/9.3.1. The Area Bounded by a Curve and the X-Axis
lesson,51,MF3,1432,9.3.4,Finding the Area Between a Curve and the X-Axis When They Intersect,vault/MA/MF3/9. Definite Integrals/9.3. The Area Under a Curve/Lessons/9.3.4. Finding the Area Between a Curve and the X-Axis When They Intersect.md,vault/MA/MF3/9. Definite Integrals/9.3. The Area Under a Curve/Source/9.3.4. Finding the Area Between a Curve and the X-Axis When They Intersect
lesson,51,MF3,1200,9.3.5,Calculating the Definite Integral of a Function Given Its Graph,vault/MA/MF3/9. Definite Integrals/9.3. The Area Under a Curve/Lessons/9.3.5. Calculating the Definite Integral of a Function Given Its Graph.md,vault/MA/MF3/9. Definite Integrals/9.3. The Area Under a Curve/Source/9.3.5. Calculating the Definite Integral of a Function Given Its Graph
lesson,52,MF3,626,9.3.6,Definite Integrals of Piecewise Functions,vault/MA/MF3/9. Definite Integrals/9.3. The Area Under a Curve/Lessons/9.3.6. Definite Integrals of Piecewise Functions.md,vault/MA/MF3/9. Definite Integrals/9.3. The Area Under a Curve/Source/9.3.6. Definite Integrals of Piecewise Functions
lesson,52,MF3,1203,9.5.1,The Average Value of a Function,vault/MA/MF3/9. Definite Integrals/9.5. Applications of Integration/Lessons/9.5.1. The Average Value of a Function.md,vault/MA/MF3/9. Definite Integrals/9.5. Applications of Integration/Source/9.5.1. The Average Value of a Function
prerequisite,26,MF1,3748,5.7.2,Solving Equations With Odd Exponents Using the Nth Root Method,vault/MA/MF1/5. Equations & Inequalities/5.7. Nonlinear Equations/Lessons/5.7.2. Solving Equations With Odd Exponents Using the Nth Root Method.md,vault/MA/MF1/5. Equations & Inequalities/5.7. Nonlinear Equations/Source/5.7.2. Solving Equations With Odd Exponents Using the Nth Root Method
prerequisite,26,MF2,3817,4.1.3,Describing Function Composition,vault/MA/MF2/4. Functions/4.1. Functions/Lessons/4.1.3. Describing Function Composition.md,vault/MA/MF2/4. Functions/4.1. Functions/Source/4.1.3. Describing Function Composition
prerequisite,27,MF1,1587,5.7.3,Solving Equations With Even Exponents Using the Nth Root Method,vault/MA/MF1/5. Equations & Inequalities/5.7. Nonlinear Equations/Lessons/5.7.3. Solving Equations With Even Exponents Using the Nth Root Method.md,vault/MA/MF1/5. Equations & Inequalities/5.7. Nonlinear Equations/Source/5.7.3. Solving Equations With Even Exponents Using the Nth Root Method
prerequisite,27,MF1,1352,13.3.1,Areas of Rectangles and Squares,vault/MA/MF1/13. Polygons/13.3. Area and Perimeter/Lessons/13.3.1. Areas of Rectangles and Squares.md,vault/MA/MF1/13. Polygons/13.3. Area and Perimeter/Source/13.3.1. Areas of Rectangles and Squares
prerequisite,28,MF1,1745,12.4.4,Areas of Circles,vault/MA/MF1/12. Geometry Fundamentals/12.4. Circles/Lessons/12.4.4. Areas of Circles.md,vault/MA/MF1/12. Geometry Fundamentals/12.4. Circles/Source/12.4.4. Areas of Circles
prerequisite,30,MF2,660,2.2.2,Factoring Higher-Order Polynomials as a Difference of Squares,vault/MA/MF2/2. Polynomials/2.2. Factoring Polynomials/Lessons/2.2.2. Factoring Higher-Order Polynomials as a Difference of Squares.md,vault/MA/MF2/2. Polynomials/2.2. Factoring Polynomials/Source/2.2.2. Factoring Higher-Order Polynomials as a Difference of Squares
prerequisite,31,MF1,1628,8.1.10,Increasing and Decreasing Functions,vault/MA/MF1/8. Functions/8.1. Functions/Lessons/8.1.10. Increasing and Decreasing Functions.md,vault/MA/MF1/8. Functions/8.1. Functions/Source/8.1.10. Increasing and Decreasing Functions
prerequisite,31,MF2,84,1.2.3,Graphs of General Quadratic Functions,vault/MA/MF2/1. Quadratics/1.2. Quadratic Functions/Lessons/1.2.3. Graphs of General Quadratic Functions.md,vault/MA/MF2/1. Quadratics/1.2. Quadratic Functions/Source/1.2.3. Graphs of General Quadratic Functions
prerequisite,32,MF1,1353,13.3.3,Areas of Trapezoids,vault/MA/MF1/13. Polygons/13.3. Area and Perimeter/Lessons/13.3.3. Areas of Trapezoids.md,vault/MA/MF1/13. Polygons/13.3. Area and Perimeter/Source/13.3.3. Areas of Trapezoids
prerequisite,32,MF2,3958,7.1.5,Properties of Finite Series,vault/MA/MF2/7. Sequences/7.1. Introduction to Sequences/Lessons/7.1.5. Properties of Finite Series.md,vault/MA/MF2/7. Sequences/7.1. Introduction to Sequences/Source/7.1.5. Properties of Finite Series
prerequisite,38,MF2,1873,11.1.4,Limits at Infinity from Graphs,vault/MA/MF2/11. Limits & Continuity/11.1. Estimating Limits from Graphs/Lessons/11.1.4. Limits at Infinity from Graphs.md,vault/MA/MF2/11. Limits & Continuity/11.1. Estimating Limits from Graphs/Source/11.1.4. Limits at Infinity from Graphs
prerequisite,39,MF2,2049,2.5.4,Graphing General Polynomials,vault/MA/MF2/2. Polynomials/2.5. Graphs of Polynomials/Lessons/2.5.4. Graphing General Polynomials.md,vault/MA/MF2/2. Polynomials/2.5. Graphs of Polynomials/Source/2.5.4. Graphing General Polynomials
prerequisite,48,MF3,342,8.1.8,Integration Using Inverse Trigonometric Functions,vault/MA/MF3/8. Differentiation/8.1. Differentiating Implicit and Inverse Functions/Lessons/8.1.8. Integration Using Inverse Trigonometric Functions.md,vault/MA/MF3/8. Differentiation/8.1. Differentiating Implicit and Inverse Functions/Source/8.1.8. Integration Using Inverse Trigonometric Functions
prerequisite,48,MF3,3575,9.2.3,Applying the Fundamental Theorem of Calculus to Exponential and Trigonometric Functions,vault/MA/MF3/9. Definite Integrals/9.2. Definite Integrals/Lessons/9.2.3. Applying the Fundamental Theorem of Calculus to Exponential and Trigonometric Functions.md,vault/MA/MF3/9. Definite Integrals/9.2. Definite Integrals/Source/9.2.3. Applying the Fundamental Theorem of Calculus to Exponential and Trigonometric Functions
