topic-id,topic-code,topic-number,topic-name,unit,module,lesson-path,source-path,layer,nearest-integer-layer,course-map-index
2397,5GM.1.1.1,1.1.1,Evaluating Whole Number Expressions,1. The Number System,1.1. Whole Number Expressions,1. The Number System/1.1. Whole Number Expressions/Lessons/1.1.1. Evaluating Whole Number Expressions.md,1. The Number System/1.1. Whole Number Expressions/Source/1.1.1. Evaluating Whole Number Expressions,2,2,1
2398,5GM.1.1.2,1.1.2,Evaluating Whole Number Expressions With Parentheses,1. The Number System,1.1. Whole Number Expressions,1. The Number System/1.1. Whole Number Expressions/Lessons/1.1.2. Evaluating Whole Number Expressions With Parentheses.md,1. The Number System/1.1. Whole Number Expressions/Source/1.1.2. Evaluating Whole Number Expressions With Parentheses,3,3,2
2396,5GM.1.1.3,1.1.3,Creating and Interpreting Whole Number Expressions,1. The Number System,1.1. Whole Number Expressions,1. The Number System/1.1. Whole Number Expressions/Lessons/1.1.3. Creating and Interpreting Whole Number Expressions.md,1. The Number System/1.1. Whole Number Expressions/Source/1.1.3. Creating and Interpreting Whole Number Expressions,4,4,3
2485,5GM.1.1.4,1.1.4,Creating Whole Number Expressions From Terminology,1. The Number System,1.1. Whole Number Expressions,1. The Number System/1.1. Whole Number Expressions/Lessons/1.1.4. Creating Whole Number Expressions From Terminology.md,1. The Number System/1.1. Whole Number Expressions/Source/1.1.4. Creating Whole Number Expressions From Terminology,5,5,4
3750,5GM.1.1.5,1.1.5,Additive Comparisons of Whole Number Expressions,1. The Number System,1.1. Whole Number Expressions,1. The Number System/1.1. Whole Number Expressions/Lessons/1.1.5. Additive Comparisons of Whole Number Expressions.md,1. The Number System/1.1. Whole Number Expressions/Source/1.1.5. Additive Comparisons of Whole Number Expressions,6,6,5
2399,5GM.1.1.6,1.1.6,Multiplicative Comparisons of Whole Number Expressions,1. The Number System,1.1. Whole Number Expressions,1. The Number System/1.1. Whole Number Expressions/Lessons/1.1.6. Multiplicative Comparisons of Whole Number Expressions.md,1. The Number System/1.1. Whole Number Expressions/Source/1.1.6. Multiplicative Comparisons of Whole Number Expressions,6,6,6
2442,5GM.1.2.1,1.2.1,Negative Numbers,1. The Number System,1.2. Introduction to Negative Numbers,1. The Number System/1.2. Introduction to Negative Numbers/Lessons/1.2.1. Negative Numbers.md,1. The Number System/1.2. Introduction to Negative Numbers/Source/1.2.1. Negative Numbers,15,15,7
2444,5GM.1.2.2,1.2.2,Comparing Negative Numbers,1. The Number System,1.2. Introduction to Negative Numbers,1. The Number System/1.2. Introduction to Negative Numbers/Lessons/1.2.2. Comparing Negative Numbers.md,1. The Number System/1.2. Introduction to Negative Numbers/Source/1.2.2. Comparing Negative Numbers,16,16,8
2281,5GM.1.2.3,1.2.3,Absolute Value,1. The Number System,1.2. Introduction to Negative Numbers,1. The Number System/1.2. Introduction to Negative Numbers/Lessons/1.2.3. Absolute Value.md,1. The Number System/1.2. Introduction to Negative Numbers/Source/1.2.3. Absolute Value,16,16,9
2322,5GM.2.1.1,2.1.1,Multiplying Numbers by Powers of Ten Using Place Value,2. Multiplying & Dividing Whole Numbers,2.1. Multiplying Whole Numbers,2. Multiplying & Dividing Whole Numbers/2.1. Multiplying Whole Numbers/Lessons/2.1.1. Multiplying Numbers by Powers of Ten Using Place Value.md,2. Multiplying & Dividing Whole Numbers/2.1. Multiplying Whole Numbers/Source/2.1.1. Multiplying Numbers by Powers of Ten Using Place Value,8,8,10
